KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	BackgroundSuppressionNumberPulses	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EchoTime_x	EffectiveEchoSpacing	EffectiveEchoSpacing_x	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	PCASLType	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	RepetitionTime_x	TotalReadoutTime	TotalReadoutTime_x	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim1_x	VoxelSizeDim2	VoxelSizeDim2_x	VoxelSizeDim3	VoxelSizeDim3_x	FilePath
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-19861/ses-1/anat/sub-19861_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-19861/ses-2/anat/sub-19861_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20124/ses-1/anat/sub-20124_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20125/ses-1/anat/sub-20125_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20139/ses-1/anat/sub-20139_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20139/ses-2/anat/sub-20139_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20139/ses-3/anat/sub-20139_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20141/ses-1/anat/sub-20141_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20149/ses-1/anat/sub-20149_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20149/ses-2/anat/sub-20149_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20149/ses-3/anat/sub-20149_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20188/ses-1/anat/sub-20188_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20188/ses-2/anat/sub-20188_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20188/ses-3/anat/sub-20188_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20212/ses-1/anat/sub-20212_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20214/ses-1/anat/sub-20214_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20214/ses-2/anat/sub-20214_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20214/ses-3/anat/sub-20214_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20236/ses-1/anat/sub-20236_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20238/ses-1/anat/sub-20238_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20238/ses-2/anat/sub-20238_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20252/ses-1/anat/sub-20252_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20252/ses-2/anat/sub-20252_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20253/ses-1/anat/sub-20253_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20253/ses-2/anat/sub-20253_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20253/ses-3/anat/sub-20253_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20258/ses-1/anat/sub-20258_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20258/ses-2/anat/sub-20258_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20259/ses-1/anat/sub-20259_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20259/ses-2/anat/sub-20259_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20259/ses-3/anat/sub-20259_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20302/ses-1/anat/sub-20302_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20302/ses-2/anat/sub-20302_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20303/ses-1/anat/sub-20303_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20303/ses-2/anat/sub-20303_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20303/ses-3/anat/sub-20303_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20305/ses-1/anat/sub-20305_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20305/ses-2/anat/sub-20305_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20310/ses-1/anat/sub-20310_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20310/ses-2/anat/sub-20310_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20310/ses-3/anat/sub-20310_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20328/ses-1/anat/sub-20328_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20328/ses-2/anat/sub-20328_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20333/ses-1/anat/sub-20333_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20336/ses-1/anat/sub-20336_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20347/ses-1/anat/sub-20347_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20350/ses-1/anat/sub-20350_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20352/ses-1/anat/sub-20352_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20352/ses-2/anat/sub-20352_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20399/ses-1/anat/sub-20399_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20399/ses-2/anat/sub-20399_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20402/ses-1/anat/sub-20402_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20403/ses-1/anat/sub-20403_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20410/ses-1/anat/sub-20410_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20427/ses-1/anat/sub-20427_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20427/ses-2/anat/sub-20427_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20448/ses-1/anat/sub-20448_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20463/ses-1/anat/sub-20463_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20463/ses-2/anat/sub-20463_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20494/ses-1/anat/sub-20494_ses-1_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20494/ses-2/anat/sub-20494_ses-2_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20494/ses-3/anat/sub-20494_ses-3_rec-norm_run-01_T2w.nii.gz
datatype-anat_reconstruction-norm_run-01_suffix-T2w__1	datatype-anat_reconstruction-norm_run-01_suffix-T2w	1				0.0		0.0		0.0	0.0	0.0	224	176	256	256	0.565	0.565			224	120	False	RAS+		anat		0	1	False		2.0	1.0	i	3.2	3.2			False	1.0	1.0	1.0	1.0	1.0	1.0	/sub-20533/ses-1/anat/sub-20533_ses-1_rec-norm_run-01_T2w.nii.gz
